day,count,day
2005-05-10 00:00:00+00:00,1419,2005-05-10 00:00:00+00:00
2005-05-11 00:00:00+00:00,1399,2005-05-11 00:00:00+00:00
2005-05-12 00:00:00+00:00,1276,2005-05-12 00:00:00+00:00
2005-05-13 00:00:00+00:00,1387,2005-05-13 00:00:00+00:00
2005-05-14 00:00:00+00:00,1222,2005-05-14 00:00:00+00:00
2005-05-15 00:00:00+00:00,1162,2005-05-15 00:00:00+00:00
2005-05-16 00:00:00+00:00,1326,2005-05-16 00:00:00+00:00
2005-05-17 00:00:00+00:00,1340,2005-05-17 00:00:00+00:00
2005-05-18 00:00:00+00:00,1356,2005-05-18 00:00:00+00:00
2005-05-19 00:00:00+00:00,1334,2005-05-19 00:00:00+00:00
2005-05-20 00:00:00+00:00,1400,2005-05-20 00:00:00+00:00
2005-05-21 00:00:00+00:00,1241,2005-05-21 00:00:00+00:00
2005-05-22 00:00:00+00:00,1279,2005-05-22 00:00:00+00:00
2005-05-23 00:00:00+00:00,1259,2005-05-23 00:00:00+00:00
2005-05-24 00:00:00+00:00,1280,2005-05-24 00:00:00+00:00
2005-05-25 00:00:00+00:00,1318,2005-05-25 00:00:00+00:00
2005-05-26 00:00:00+00:00,1376,2005-05-26 00:00:00+00:00
2005-05-27 00:00:00+00:00,1366,2005-05-27 00:00:00+00:00
2005-05-28 00:00:00+00:00,1225,2005-05-28 00:00:00+00:00
2005-05-29 00:00:00+00:00,1226,2005-05-29 00:00:00+00:00
2005-05-30 00:00:00+00:00,1186,2005-05-30 00:00:00+00:00
2005-05-31 00:00:00+00:00,1293,2005-05-31 00:00:00+00:00
2005-06-01 00:00:00+00:00,1522,2005-06-01 00:00:00+00:00
2005-06-02 00:00:00+00:00,1243,2005-06-02 00:00:00+00:00
2005-06-03 00:00:00+00:00,1334,2005-06-03 00:00:00+00:00
2005-06-04 00:00:00+00:00,1317,2005-06-04 00:00:00+00:00
2005-06-05 00:00:00+00:00,1293,2005-06-05 00:00:00+00:00
2005-06-06 00:00:00+00:00,1275,2005-06-06 00:00:00+00:00
2005-06-07 00:00:00+00:00,1373,2005-06-07 00:00:00+00:00
2005-06-08 00:00:00+00:00,1326,2005-06-08 00:00:00+00:00
2005-06-09 00:00:00+00:00,1259,2005-06-09 00:00:00+00:00
2005-06-10 00:00:00+00:00,1456,2005-06-10 00:00:00+00:00
2005-06-11 00:00:00+00:00,1343,2005-06-11 00:00:00+00:00
2005-06-12 00:00:00+00:00,1315,2005-06-12 00:00:00+00:00
2005-06-13 00:00:00+00:00,1462,2005-06-13 00:00:00+00:00
2005-06-14 00:00:00+00:00,1434,2005-06-14 00:00:00+00:00
2005-06-15 00:00:00+00:00,1347,2005-06-15 00:00:00+00:00
2005-06-16 00:00:00+00:00,1273,2005-06-16 00:00:00+00:00
2005-06-17 00:00:00+00:00,1409,2005-06-17 00:00:00+00:00
2005-06-18 00:00:00+00:00,1242,2005-06-18 00:00:00+00:00
2005-06-19 00:00:00+00:00,1207,2005-06-19 00:00:00+00:00
2005-06-20 00:00:00+00:00,1234,2005-06-20 00:00:00+00:00
2005-06-21 00:00:00+00:00,1359,2005-06-21 00:00:00+00:00
2005-06-22 00:00:00+00:00,1291,2005-06-22 00:00:00+00:00
2005-06-23 00:00:00+00:00,1263,2005-06-23 00:00:00+00:00
2005-06-24 00:00:00+00:00,1298,2005-06-24 00:00:00+00:00
2005-06-25 00:00:00+00:00,1310,2005-06-25 00:00:00+00:00
2005-06-26 00:00:00+00:00,1361,2005-06-26 00:00:00+00:00
2005-06-27 00:00:00+00:00,1354,2005-06-27 00:00:00+00:00
2005-06-28 00:00:00+00:00,1373,2005-06-28 00:00:00+00:00
2005-06-29 00:00:00+00:00,1459,2005-06-29 00:00:00+00:00
2005-06-30 00:00:00+00:00,1324,2005-06-30 00:00:00+00:00
2005-07-01 00:00:00+00:00,1445,2005-07-01 00:00:00+00:00
2005-07-02 00:00:00+00:00,1289,2005-07-02 00:00:00+00:00
2005-07-03 00:00:00+00:00,1205,2005-07-03 00:00:00+00:00
2005-07-04 00:00:00+00:00,1255,2005-07-04 00:00:00+00:00
2005-07-05 00:00:00+00:00,1405,2005-07-05 00:00:00+00:00
2005-07-06 00:00:00+00:00,1293,2005-07-06 00:00:00+00:00
2005-07-07 00:00:00+00:00,1340,2005-07-07 00:00:00+00:00
2005-07-08 00:00:00+00:00,1352,2005-07-08 00:00:00+00:00
2005-07-09 00:00:00+00:00,1411,2005-07-09 00:00:00+00:00
2005-07-10 00:00:00+00:00,1353,2005-07-10 00:00:00+00:00
2005-07-11 00:00:00+00:00,1320,2005-07-11 00:00:00+00:00
2005-07-12 00:00:00+00:00,1349,2005-07-12 00:00:00+00:00
2005-07-13 00:00:00+00:00,1461,2005-07-13 00:00:00+00:00
2005-07-14 00:00:00+00:00,1334,2005-07-14 00:00:00+00:00
2005-07-15 00:00:00+00:00,1586,2005-07-15 00:00:00+00:00
2005-07-16 00:00:00+00:00,1462,2005-07-16 00:00:00+00:00
2005-07-17 00:00:00+00:00,1384,2005-07-17 00:00:00+00:00
2005-07-18 00:00:00+00:00,1338,2005-07-18 00:00:00+00:00
2005-07-19 00:00:00+00:00,1312,2005-07-19 00:00:00+00:00
2005-07-20 00:00:00+00:00,1338,2005-07-20 00:00:00+00:00
2005-07-21 00:00:00+00:00,1331,2005-07-21 00:00:00+00:00
2005-07-22 00:00:00+00:00,1376,2005-07-22 00:00:00+00:00
2005-07-23 00:00:00+00:00,1361,2005-07-23 00:00:00+00:00
2005-07-24 00:00:00+00:00,1285,2005-07-24 00:00:00+00:00
2005-07-25 00:00:00+00:00,1382,2005-07-25 00:00:00+00:00
2005-07-26 00:00:00+00:00,1186,2005-07-26 00:00:00+00:00
2005-07-27 00:00:00+00:00,1265,2005-07-27 00:00:00+00:00
2005-07-28 00:00:00+00:00,1319,2005-07-28 00:00:00+00:00
2005-07-29 00:00:00+00:00,1397,2005-07-29 00:00:00+00:00
2005-07-30 00:00:00+00:00,1360,2005-07-30 00:00:00+00:00
2005-07-31 00:00:00+00:00,1316,2005-07-31 00:00:00+00:00
2005-08-01 00:00:00+00:00,1562,2005-08-01 00:00:00+00:00
2005-08-02 00:00:00+00:00,1348,2005-08-02 00:00:00+00:00
2005-08-03 00:00:00+00:00,1324,2005-08-03 00:00:00+00:00
2005-08-04 00:00:00+00:00,1389,2005-08-04 00:00:00+00:00
2005-08-05 00:00:00+00:00,1398,2005-08-05 00:00:00+00:00
2005-08-06 00:00:00+00:00,1335,2005-08-06 00:00:00+00:00
2005-08-07 00:00:00+00:00,1296,2005-08-07 00:00:00+00:00
2005-08-08 00:00:00+00:00,1350,2005-08-08 00:00:00+00:00
2005-08-09 00:00:00+00:00,1375,2005-08-09 00:00:00+00:00
2005-08-10 00:00:00+00:00,1401,2005-08-10 00:00:00+00:00
2005-08-11 00:00:00+00:00,1344,2005-08-11 00:00:00+00:00
2005-08-12 00:00:00+00:00,1378,2005-08-12 00:00:00+00:00
2005-08-13 00:00:00+00:00,1310,2005-08-13 00:00:00+00:00
2005-08-14 00:00:00+00:00,1251,2005-08-14 00:00:00+00:00
2005-08-15 00:00:00+00:00,1295,2005-08-15 00:00:00+00:00
2005-08-16 00:00:00+00:00,1265,2005-08-16 00:00:00+00:00
2005-08-17 00:00:00+00:00,1290,2005-08-17 00:00:00+00:00
2005-08-18 00:00:00+00:00,1273,2005-08-18 00:00:00+00:00
2005-08-19 00:00:00+00:00,1351,2005-08-19 00:00:00+00:00
2005-08-20 00:00:00+00:00,1336,2005-08-20 00:00:00+00:00
2005-08-21 00:00:00+00:00,1258,2005-08-21 00:00:00+00:00
2005-08-22 00:00:00+00:00,1278,2005-08-22 00:00:00+00:00
2005-08-23 00:00:00+00:00,1236,2005-08-23 00:00:00+00:00
2005-08-24 00:00:00+00:00,1350,2005-08-24 00:00:00+00:00
2005-08-25 00:00:00+00:00,1491,2005-08-25 00:00:00+00:00
2005-08-26 00:00:00+00:00,1413,2005-08-26 00:00:00+00:00
2005-08-27 00:00:00+00:00,1308,2005-08-27 00:00:00+00:00
2005-08-28 00:00:00+00:00,1340,2005-08-28 00:00:00+00:00
2005-08-29 00:00:00+00:00,1305,2005-08-29 00:00:00+00:00
2005-08-30 00:00:00+00:00,1342,2005-08-30 00:00:00+00:00
2005-08-31 00:00:00+00:00,1352,2005-08-31 00:00:00+00:00
2005-09-01 00:00:00+00:00,1540,2005-09-01 00:00:00+00:00
2005-09-02 00:00:00+00:00,1393,2005-09-02 00:00:00+00:00
2005-09-03 00:00:00+00:00,1254,2005-09-03 00:00:00+00:00
2005-09-04 00:00:00+00:00,1255,2005-09-04 00:00:00+00:00
2005-09-05 00:00:00+00:00,1242,2005-09-05 00:00:00+00:00
2005-09-06 00:00:00+00:00,1226,2005-09-06 00:00:00+00:00
2005-09-07 00:00:00+00:00,1281,2005-09-07 00:00:00+00:00
2005-09-08 00:00:00+00:00,1333,2005-09-08 00:00:00+00:00
2005-09-09 00:00:00+00:00,1391,2005-09-09 00:00:00+00:00
2005-09-10 00:00:00+00:00,1456,2005-09-10 00:00:00+00:00
2005-09-11 00:00:00+00:00,1403,2005-09-11 00:00:00+00:00
2005-09-12 00:00:00+00:00,1338,2005-09-12 00:00:00+00:00
2005-09-13 00:00:00+00:00,1356,2005-09-13 00:00:00+00:00
2005-09-14 00:00:00+00:00,1312,2005-09-14 00:00:00+00:00
2005-09-15 00:00:00+00:00,1292,2005-09-15 00:00:00+00:00
2005-09-16 00:00:00+00:00,1316,2005-09-16 00:00:00+00:00
2005-09-17 00:00:00+00:00,1258,2005-09-17 00:00:00+00:00
2005-09-18 00:00:00+00:00,1304,2005-09-18 00:00:00+00:00
2005-09-19 00:00:00+00:00,1282,2005-09-19 00:00:00+00:00
2005-09-20 00:00:00+00:00,1404,2005-09-20 00:00:00+00:00
2005-09-21 00:00:00+00:00,1301,2005-09-21 00:00:00+00:00
2005-09-22 00:00:00+00:00,1294,2005-09-22 00:00:00+00:00
2005-09-23 00:00:00+00:00,1339,2005-09-23 00:00:00+00:00
2005-09-24 00:00:00+00:00,1308,2005-09-24 00:00:00+00:00
2005-09-25 00:00:00+00:00,1266,2005-09-25 00:00:00+00:00
2005-09-26 00:00:00+00:00,1309,2005-09-26 00:00:00+00:00
2005-09-27 00:00:00+00:00,1377,2005-09-27 00:00:00+00:00
2005-09-28 00:00:00+00:00,1259,2005-09-28 00:00:00+00:00
2005-09-29 00:00:00+00:00,1215,2005-09-29 00:00:00+00:00
2005-09-30 00:00:00+00:00,1323,2005-09-30 00:00:00+00:00
2005-10-01 00:00:00+00:00,1464,2005-10-01 00:00:00+00:00
2005-10-02 00:00:00+00:00,1216,2005-10-02 00:00:00+00:00
2005-10-03 00:00:00+00:00,1373,2005-10-03 00:00:00+00:00
2005-10-04 00:00:00+00:00,1356,2005-10-04 00:00:00+00:00
2005-10-05 00:00:00+00:00,1400,2005-10-05 00:00:00+00:00
2005-10-06 00:00:00+00:00,1321,2005-10-06 00:00:00+00:00
2005-10-07 00:00:00+00:00,1255,2005-10-07 00:00:00+00:00
2005-10-08 00:00:00+00:00,1272,2005-10-08 00:00:00+00:00
2005-10-09 00:00:00+00:00,1182,2005-10-09 00:00:00+00:00
2005-10-10 00:00:00+00:00,1231,2005-10-10 00:00:00+00:00
2005-10-11 00:00:00+00:00,1239,2005-10-11 00:00:00+00:00
2005-10-12 00:00:00+00:00,1293,2005-10-12 00:00:00+00:00
2005-10-13 00:00:00+00:00,1305,2005-10-13 00:00:00+00:00
2005-10-14 00:00:00+00:00,1349,2005-10-14 00:00:00+00:00
2005-10-15 00:00:00+00:00,1297,2005-10-15 00:00:00+00:00
2005-10-16 00:00:00+00:00,1138,2005-10-16 00:00:00+00:00
2005-10-17 00:00:00+00:00,1317,2005-10-17 00:00:00+00:00
2005-10-18 00:00:00+00:00,1339,2005-10-18 00:00:00+00:00
2005-10-19 00:00:00+00:00,1318,2005-10-19 00:00:00+00:00
2005-10-20 00:00:00+00:00,1401,2005-10-20 00:00:00+00:00
2005-10-21 00:00:00+00:00,1413,2005-10-21 00:00:00+00:00
2005-10-22 00:00:00+00:00,1180,2005-10-22 00:00:00+00:00
2005-10-23 00:00:00+00:00,1125,2005-10-23 00:00:00+00:00
2005-10-24 00:00:00+00:00,1163,2005-10-24 00:00:00+00:00
2005-10-25 00:00:00+00:00,1240,2005-10-25 00:00:00+00:00
2005-10-26 00:00:00+00:00,1156,2005-10-26 00:00:00+00:00
2005-10-27 00:00:00+00:00,1179,2005-10-27 00:00:00+00:00
2005-10-28 00:00:00+00:00,1304,2005-10-28 00:00:00+00:00
2005-10-29 00:00:00+00:00,1282,2005-10-29 00:00:00+00:00
2005-10-30 00:00:00+00:00,1352,2005-10-30 00:00:00+00:00
2005-10-31 00:00:00+00:00,1501,2005-10-31 00:00:00+00:00
2005-11-01 00:00:00+00:00,1519,2005-11-01 00:00:00+00:00
2005-11-02 00:00:00+00:00,1223,2005-11-02 00:00:00+00:00
2005-11-03 00:00:00+00:00,1319,2005-11-03 00:00:00+00:00
2005-11-04 00:00:00+00:00,1344,2005-11-04 00:00:00+00:00
2005-11-05 00:00:00+00:00,1363,2005-11-05 00:00:00+00:00
2005-11-06 00:00:00+00:00,1166,2005-11-06 00:00:00+00:00
2005-11-07 00:00:00+00:00,1350,2005-11-07 00:00:00+00:00
2005-11-08 00:00:00+00:00,1294,2005-11-08 00:00:00+00:00
2005-11-09 00:00:00+00:00,1206,2005-11-09 00:00:00+00:00
2005-11-10 00:00:00+00:00,1242,2005-11-10 00:00:00+00:00
2005-11-11 00:00:00+00:00,1297,2005-11-11 00:00:00+00:00
2005-11-12 00:00:00+00:00,1236,2005-11-12 00:00:00+00:00
2005-11-13 00:00:00+00:00,1115,2005-11-13 00:00:00+00:00
2005-11-14 00:00:00+00:00,1173,2005-11-14 00:00:00+00:00
2005-11-15 00:00:00+00:00,1237,2005-11-15 00:00:00+00:00
2005-11-16 00:00:00+00:00,1113,2005-11-16 00:00:00+00:00
2005-11-17 00:00:00+00:00,1050,2005-11-17 00:00:00+00:00
2005-11-18 00:00:00+00:00,1284,2005-11-18 00:00:00+00:00
2005-11-19 00:00:00+00:00,1220,2005-11-19 00:00:00+00:00
2005-11-20 00:00:00+00:00,1174,2005-11-20 00:00:00+00:00
2005-11-21 00:00:00+00:00,1173,2005-11-21 00:00:00+00:00
2005-11-22 00:00:00+00:00,1178,2005-11-22 00:00:00+00:00
2005-11-23 00:00:00+00:00,1329,2005-11-23 00:00:00+00:00
2005-11-24 00:00:00+00:00,774,2005-11-24 00:00:00+00:00
2005-11-25 00:00:00+00:00,965,2005-11-25 00:00:00+00:00
2005-11-26 00:00:00+00:00,1116,2005-11-26 00:00:00+00:00
2005-11-27 00:00:00+00:00,1129,2005-11-27 00:00:00+00:00
2005-11-28 00:00:00+00:00,1134,2005-11-28 00:00:00+00:00
2005-11-29 00:00:00+00:00,1150,2005-11-29 00:00:00+00:00
2005-11-30 00:00:00+00:00,1110,2005-11-30 00:00:00+00:00
2005-12-01 00:00:00+00:00,1329,2005-12-01 00:00:00+00:00
2005-12-02 00:00:00+00:00,1227,2005-12-02 00:00:00+00:00
2005-12-03 00:00:00+00:00,1119,2005-12-03 00:00:00+00:00
2005-12-04 00:00:00+00:00,923,2005-12-04 00:00:00+00:00
2005-12-05 00:00:00+00:00,960,2005-12-05 00:00:00+00:00
2005-12-06 00:00:00+00:00,995,2005-12-06 00:00:00+00:00
2005-12-07 00:00:00+00:00,1043,2005-12-07 00:00:00+00:00
2005-12-08 00:00:00+00:00,933,2005-12-08 00:00:00+00:00
2005-12-09 00:00:00+00:00,1026,2005-12-09 00:00:00+00:00
2005-12-10 00:00:00+00:00,959,2005-12-10 00:00:00+00:00
2005-12-11 00:00:00+00:00,912,2005-12-11 00:00:00+00:00
2005-12-12 00:00:00+00:00,1091,2005-12-12 00:00:00+00:00
2005-12-13 00:00:00+00:00,1058,2005-12-13 00:00:00+00:00
2005-12-14 00:00:00+00:00,1130,2005-12-14 00:00:00+00:00
2005-12-15 00:00:00+00:00,1203,2005-12-15 00:00:00+00:00
2005-12-16 00:00:00+00:00,1180,2005-12-16 00:00:00+00:00
2005-12-17 00:00:00+00:00,1036,2005-12-17 00:00:00+00:00
2005-12-18 00:00:00+00:00,847,2005-12-18 00:00:00+00:00
2005-12-19 00:00:00+00:00,955,2005-12-19 00:00:00+00:00
2005-12-20 00:00:00+00:00,1005,2005-12-20 00:00:00+00:00
2005-12-21 00:00:00+00:00,1124,2005-12-21 00:00:00+00:00
2005-12-22 00:00:00+00:00,1155,2005-12-22 00:00:00+00:00
2005-12-23 00:00:00+00:00,1199,2005-12-23 00:00:00+00:00
2005-12-24 00:00:00+00:00,943,2005-12-24 00:00:00+00:00
2005-12-25 00:00:00+00:00,780,2005-12-25 00:00:00+00:00
2005-12-26 00:00:00+00:00,1044,2005-12-26 00:00:00+00:00
2005-12-27 00:00:00+00:00,1120,2005-12-27 00:00:00+00:00
2005-12-28 00:00:00+00:00,1075,2005-12-28 00:00:00+00:00
2005-12-29 00:00:00+00:00,1177,2005-12-29 00:00:00+00:00
2005-12-30 00:00:00+00:00,1124,2005-12-30 00:00:00+00:00
2005-12-31 00:00:00+00:00,997,2005-12-31 00:00:00+00:00
2006-01-01 00:00:00+00:00,1913,2006-01-01 00:00:00+00:00
2006-01-02 00:00:00+00:00,1030,2006-01-02 00:00:00+00:00
2006-01-03 00:00:00+00:00,1158,2006-01-03 00:00:00+00:00
2006-01-04 00:00:00+00:00,1160,2006-01-04 00:00:00+00:00
2006-01-05 00:00:00+00:00,1120,2006-01-05 00:00:00+00:00
2006-01-06 00:00:00+00:00,1212,2006-01-06 00:00:00+00:00
2006-01-07 00:00:00+00:00,1191,2006-01-07 00:00:00+00:00
2006-01-08 00:00:00+00:00,1150,2006-01-08 00:00:00+00:00
2006-01-09 00:00:00+00:00,1087,2006-01-09 00:00:00+00:00
2006-01-10 00:00:00+00:00,1151,2006-01-10 00:00:00+00:00
2006-01-11 00:00:00+00:00,1285,2006-01-11 00:00:00+00:00
2006-01-12 00:00:00+00:00,1232,2006-01-12 00:00:00+00:00
2006-01-13 00:00:00+00:00,1213,2006-01-13 00:00:00+00:00
2006-01-14 00:00:00+00:00,1145,2006-01-14 00:00:00+00:00
2006-01-15 00:00:00+00:00,1167,2006-01-15 00:00:00+00:00
2006-01-16 00:00:00+00:00,1144,2006-01-16 00:00:00+00:00
2006-01-17 00:00:00+00:00,1227,2006-01-17 00:00:00+00:00
2006-01-18 00:00:00+00:00,1137,2006-01-18 00:00:00+00:00
2006-01-19 00:00:00+00:00,1378,2006-01-19 00:00:00+00:00
2006-01-20 00:00:00+00:00,1167,2006-01-20 00:00:00+00:00
2006-01-21 00:00:00+00:00,1039,2006-01-21 00:00:00+00:00
2006-01-22 00:00:00+00:00,969,2006-01-22 00:00:00+00:00
2006-01-23 00:00:00+00:00,1086,2006-01-23 00:00:00+00:00
2006-01-24 00:00:00+00:00,1129,2006-01-24 00:00:00+00:00
2006-01-25 00:00:00+00:00,1175,2006-01-25 00:00:00+00:00
2006-01-26 00:00:00+00:00,1197,2006-01-26 00:00:00+00:00
2006-01-27 00:00:00+00:00,1264,2006-01-27 00:00:00+00:00
2006-01-28 00:00:00+00:00,1198,2006-01-28 00:00:00+00:00
2006-01-29 00:00:00+00:00,1119,2006-01-29 00:00:00+00:00
2006-01-30 00:00:00+00:00,1145,2006-01-30 00:00:00+00:00
2006-01-31 00:00:00+00:00,1174,2006-01-31 00:00:00+00:00
2006-02-01 00:00:00+00:00,1323,2006-02-01 00:00:00+00:00
2006-02-02 00:00:00+00:00,1211,2006-02-02 00:00:00+00:00
2006-02-03 00:00:00+00:00,1235,2006-02-03 00:00:00+00:00
2006-02-04 00:00:00+00:00,1135,2006-02-04 00:00:00+00:00
2006-02-05 00:00:00+00:00,1002,2006-02-05 00:00:00+00:00
2006-02-06 00:00:00+00:00,1056,2006-02-06 00:00:00+00:00
2006-02-07 00:00:00+00:00,1133,2006-02-07 00:00:00+00:00
2006-02-08 00:00:00+00:00,1212,2006-02-08 00:00:00+00:00
2006-02-09 00:00:00+00:00,1093,2006-02-09 00:00:00+00:00
2006-02-10 00:00:00+00:00,1197,2006-02-10 00:00:00+00:00
2006-02-11 00:00:00+00:00,1204,2006-02-11 00:00:00+00:00
2006-02-12 00:00:00+00:00,993,2006-02-12 00:00:00+00:00
2006-02-13 00:00:00+00:00,1010,2006-02-13 00:00:00+00:00
2006-02-14 00:00:00+00:00,1156,2006-02-14 00:00:00+00:00
2006-02-15 00:00:00+00:00,1134,2006-02-15 00:00:00+00:00
2006-02-16 00:00:00+00:00,1021,2006-02-16 00:00:00+00:00
2006-02-17 00:00:00+00:00,1102,2006-02-17 00:00:00+00:00
2006-02-18 00:00:00+00:00,891,2006-02-18 00:00:00+00:00
2006-02-19 00:00:00+00:00,895,2006-02-19 00:00:00+00:00
2006-02-20 00:00:00+00:00,1028,2006-02-20 00:00:00+00:00
2006-02-21 00:00:00+00:00,1121,2006-02-21 00:00:00+00:00
2006-02-22 00:00:00+00:00,1218,2006-02-22 00:00:00+00:00
2006-02-23 00:00:00+00:00,1229,2006-02-23 00:00:00+00:00
2006-02-24 00:00:00+00:00,1256,2006-02-24 00:00:00+00:00
2006-02-25 00:00:00+00:00,1204,2006-02-25 00:00:00+00:00
2006-02-26 00:00:00+00:00,945,2006-02-26 00:00:00+00:00
2006-02-27 00:00:00+00:00,1120,2006-02-27 00:00:00+00:00
2006-02-28 00:00:00+00:00,1175,2006-02-28 00:00:00+00:00
2006-03-01 00:00:00+00:00,1413,2006-03-01 00:00:00+00:00
2006-03-02 00:00:00+00:00,1184,2006-03-02 00:00:00+00:00
2006-03-03 00:00:00+00:00,1251,2006-03-03 00:00:00+00:00
2006-03-04 00:00:00+00:00,1145,2006-03-04 00:00:00+00:00
2006-03-05 00:00:00+00:00,941,2006-03-05 00:00:00+00:00
2006-03-06 00:00:00+00:00,1020,2006-03-06 00:00:00+00:00
2006-03-07 00:00:00+00:00,1182,2006-03-07 00:00:00+00:00
2006-03-08 00:00:00+00:00,1128,2006-03-08 00:00:00+00:00
2006-03-09 00:00:00+00:00,1228,2006-03-09 00:00:00+00:00
2006-03-10 00:00:00+00:00,1315,2006-03-10 00:00:00+00:00
2006-03-11 00:00:00+00:00,1268,2006-03-11 00:00:00+00:00
2006-03-12 00:00:00+00:00,1115,2006-03-12 00:00:00+00:00
2006-03-13 00:00:00+00:00,1052,2006-03-13 00:00:00+00:00
2006-03-14 00:00:00+00:00,1101,2006-03-14 00:00:00+00:00
2006-03-15 00:00:00+00:00,1318,2006-03-15 00:00:00+00:00
2006-03-16 00:00:00+00:00,1227,2006-03-16 00:00:00+00:00
2006-03-17 00:00:00+00:00,1349,2006-03-17 00:00:00+00:00
2006-03-18 00:00:00+00:00,1115,2006-03-18 00:00:00+00:00
2006-03-19 00:00:00+00:00,1051,2006-03-19 00:00:00+00:00
2006-03-20 00:00:00+00:00,1059,2006-03-20 00:00:00+00:00
2006-03-21 00:00:00+00:00,1115,2006-03-21 00:00:00+00:00
2006-03-22 00:00:00+00:00,1244,2006-03-22 00:00:00+00:00
2006-03-23 00:00:00+00:00,1234,2006-03-23 00:00:00+00:00
2006-03-24 00:00:00+00:00,1313,2006-03-24 00:00:00+00:00
2006-03-25 00:00:00+00:00,1081,2006-03-25 00:00:00+00:00
2006-03-26 00:00:00+00:00,1182,2006-03-26 00:00:00+00:00
2006-03-27 00:00:00+00:00,1204,2006-03-27 00:00:00+00:00
2006-03-28 00:00:00+00:00,1229,2006-03-28 00:00:00+00:00
2006-03-29 00:00:00+00:00,1316,2006-03-29 00:00:00+00:00
2006-03-30 00:00:00+00:00,1296,2006-03-30 00:00:00+00:00
2006-03-31 00:00:00+00:00,1308,2006-03-31 00:00:00+00:00
2006-04-01 00:00:00+00:00,1368,2006-04-01 00:00:00+00:00
2006-04-02 00:00:00+00:00,1065,2006-04-02 00:00:00+00:00
2006-04-03 00:00:00+00:00,1184,2006-04-03 00:00:00+00:00
2006-04-04 00:00:00+00:00,1365,2006-04-04 00:00:00+00:00
2006-04-05 00:00:00+00:00,1202,2006-04-05 00:00:00+00:00
2006-04-06 00:00:00+00:00,1245,2006-04-06 00:00:00+00:00
2006-04-07 00:00:00+00:00,1234,2006-04-07 00:00:00+00:00
2006-04-08 00:00:00+00:00,1150,2006-04-08 00:00:00+00:00
2006-04-09 00:00:00+00:00,1111,2006-04-09 00:00:00+00:00
2006-04-10 00:00:00+00:00,1144,2006-04-10 00:00:00+00:00
2006-04-11 00:00:00+00:00,1270,2006-04-11 00:00:00+00:00
2006-04-12 00:00:00+00:00,1204,2006-04-12 00:00:00+00:00
2006-04-13 00:00:00+00:00,1260,2006-04-13 00:00:00+00:00
2006-04-14 00:00:00+00:00,1292,2006-04-14 00:00:00+00:00
2006-04-15 00:00:00+00:00,1311,2006-04-15 00:00:00+00:00
2006-04-16 00:00:00+00:00,924,2006-04-16 00:00:00+00:00
2006-04-17 00:00:00+00:00,1158,2006-04-17 00:00:00+00:00
2006-04-18 00:00:00+00:00,1279,2006-04-18 00:00:00+00:00
2006-04-19 00:00:00+00:00,1301,2006-04-19 00:00:00+00:00
2006-04-20 00:00:00+00:00,1285,2006-04-20 00:00:00+00:00
2006-04-21 00:00:00+00:00,1327,2006-04-21 00:00:00+00:00
2006-04-22 00:00:00+00:00,1259,2006-04-22 00:00:00+00:00
2006-04-23 00:00:00+00:00,1140,2006-04-23 00:00:00+00:00
2006-04-24 00:00:00+00:00,1221,2006-04-24 00:00:00+00:00
2006-04-25 00:00:00+00:00,1175,2006-04-25 00:00:00+00:00
2006-04-26 00:00:00+00:00,1202,2006-04-26 00:00:00+00:00
2006-04-27 00:00:00+00:00,1276,2006-04-27 00:00:00+00:00
2006-04-28 00:00:00+00:00,1312,2006-04-28 00:00:00+00:00
2006-04-29 00:00:00+00:00,1189,2006-04-29 00:00:00+00:00
2006-04-30 00:00:00+00:00,1024,2006-04-30 00:00:00+00:00
2006-05-01 00:00:00+00:00,1460,2006-05-01 00:00:00+00:00
2006-05-02 00:00:00+00:00,1213,2006-05-02 00:00:00+00:00
2006-05-03 00:00:00+00:00,1376,2006-05-03 00:00:00+00:00
2006-05-04 00:00:00+00:00,1245,2006-05-04 00:00:00+00:00
2006-05-05 00:00:00+00:00,1425,2006-05-05 00:00:00+00:00
2006-05-06 00:00:00+00:00,1183,2006-05-06 00:00:00+00:00
2006-05-07 00:00:00+00:00,1081,2006-05-07 00:00:00+00:00
2006-05-08 00:00:00+00:00,1276,2006-05-08 00:00:00+00:00
2006-05-09 00:00:00+00:00,1293,2006-05-09 00:00:00+00:00
2006-05-10 00:00:00+00:00,1334,2006-05-10 00:00:00+00:00
2006-05-11 00:00:00+00:00,1140,2006-05-11 00:00:00+00:00
2006-05-12 00:00:00+00:00,1327,2006-05-12 00:00:00+00:00
2006-05-13 00:00:00+00:00,1201,2006-05-13 00:00:00+00:00
2006-05-14 00:00:00+00:00,1161,2006-05-14 00:00:00+00:00
2006-05-15 00:00:00+00:00,1272,2006-05-15 00:00:00+00:00
2006-05-16 00:00:00+00:00,1348,2006-05-16 00:00:00+00:00
2006-05-17 00:00:00+00:00,1245,2006-05-17 00:00:00+00:00
2006-05-18 00:00:00+00:00,1277,2006-05-18 00:00:00+00:00
2006-05-19 00:00:00+00:00,1288,2006-05-19 00:00:00+00:00
2006-05-20 00:00:00+00:00,1249,2006-05-20 00:00:00+00:00
2006-05-21 00:00:00+00:00,1138,2006-05-21 00:00:00+00:00
2006-05-22 00:00:00+00:00,1210,2006-05-22 00:00:00+00:00
